geonameid,asciiname,countrycode,latitude,longitude,feature code,population
2509463,Villena,ES,38.6373,-0.86568,PPLA3,35222
2509491,Villarrobledo,ES,39.26992,-2.60119,PPLA3,26642
2509509,Vila-real,ES,39.9383,-0.10087,PPL,50577
2509553,Villanueva de la Serena,ES,38.97655,-5.7974,PPLA3,25838
2509588,Villajoyosa,ES,38.50754,-0.23346,PPLA3,33797
2509650,Vicar,ES,36.83155,-2.64273,PPLA3,22853
2509769,Velez-Malaga,ES,36.78107,-4.10266,PPLA3,74190
2509954,Valencia,ES,39.46975,-0.37739,PPLA,814208
2509982,Valdepenas,ES,38.76211,-3.38483,PPLA3,31147
2510073,Utrera,ES,37.18516,-5.78093,PPLA3,50665
2510112,Ubrique,ES,36.67777,-5.446,PPLA3,16979
2510116,Ubeda,ES,38.01328,-3.3705,PPLA3,35649
2510224,Totana,ES,37.7688,-1.50229,PPLA3,29211
2510245,Torrox,ES,36.75793,-3.95233,PPLA3,16890
2510253,Torrevieja,ES,37.97872,-0.68222,PPLA3,101792
2510271,Torre-Pacheco,ES,37.74293,-0.95396,PPL,35614
2510279,Torrent,ES,39.43705,-0.46546,PPLA3,78543
2510281,Torremolinos,ES,36.62035,-4.49976,PPLA3,65448
2510309,Torre del Mar,ES,36.742,-4.09291,PPL,21980
2510392,Tomelloso,ES,39.15759,-3.02156,PPL,36091
2510394,Tomares,ES,37.37281,-6.04589,PPLA3,22772
2510409,Toledo,ES,39.8581,-4.02263,PPLA,82291
2510485,Tias,ES,28.96108,-13.64502,PPLA3,19849
2510542,Telde,ES,27.99243,-15.41915,PPLA3,100015
2510573,Teguise,ES,29.06049,-13.56397,PPLA3,19418
2510599,Tarifa,ES,36.01393,-5.60695,PPLA3,17793
2510693,Talavera de la Reina,ES,39.96348,-4.83076,PPLA3,88856
2510725,Tacoronte,ES,28.47688,-16.41016,PPLA3,23562
2510743,Tavernes de la Valldigna,ES,39.07195,-0.26623,PPLA3,18195
2510764,Sueca,ES,39.2026,-0.31114,PPLA3,28908
2510880,Silla,ES,39.36257,-0.41169,PPLA3,18979
2510911,Sevilla,ES,37.38283,-5.97317,PPLA,703206
2511032,San Vicent del Raspeig,ES,38.3964,-0.5255,PPL,56715
2511050,Santomera,ES,38.06147,-1.04877,PPLA3,15319
2511102,Santa Pola,ES,38.19165,-0.5658,PPLA3,31760
2511150,Santa Lucia,ES,27.91174,-15.54071,PPL,71863
2511160,Santafe,ES,37.18856,-3.71887,PPL,15430
2511162,Santa Eularia des Riu,ES,38.98457,1.53409,PPLA3,31314
2511174,Santa Cruz de Tenerife,ES,28.46824,-16.25462,PPLA,222417
2511180,Santa Cruz de la Palma,ES,28.68351,-17.76421,PPL,15674
2511202,Santa Brigida,ES,28.03197,-15.50425,PPLA3,19154
2511239,San Roque,ES,36.21067,-5.38415,PPLA3,29249
2511247,San Pedro del Pinatar,ES,37.83568,-0.79102,PPLA3,23738
2511250,San Pedro de Alcantara,ES,36.48839,-4.99123,PPL,34922
2511287,San Miguel De Abona,ES,28.09826,-16.61708,PPL,16179
2511306,Sanlucar de Barrameda,ES,36.77808,-6.3515,PPL,68037
2511329,San Juan de Aznalfarache,ES,37.35813,-6.03731,PPLA3,20779
2511330,San Juan de Alicante,ES,38.40148,-0.43623,PPL,21939
2511366,San Javier,ES,37.80626,-0.83736,PPLA3,31432
2511371,San Isidro,ES,28.07617,-16.558,PPL,19541
2511388,San Fernando,ES,36.4759,-6.19817,PPLA3,96366
2511401,La Laguna,ES,28.4853,-16.32014,PPL,150661
2511440,San Bartolome de Tirajana,ES,27.92481,-15.57329,PPL,53588
2511447,San Bartolome,ES,29.00093,-13.613,PPLA3,18517
2511448,Sant Antoni de Portmany,ES,38.98068,1.30362,PPLA3,21852
2511619,Sagunto,ES,39.68333,-0.26667,PPL,66070
2511700,Rota,ES,36.62545,-6.3622,PPLA3,29179
2511716,Roquetas de Mar,ES,36.76419,-2.61475,PPLA3,82665
2511730,Ronda,ES,36.74231,-5.16709,PPLA3,36827
2511752,Rojales,ES,38.08799,-0.72544,PPLA3,20510
2511852,Rincon de la Victoria,ES,36.71715,-4.27583,PPLA3,38666
2511880,Ribarroja del Turia,ES,39.54595,-0.57069,PPL,21992
2511930,Requena,ES,39.48834,-1.10044,PPLA3,21278
2511994,Realejo Alto,ES,28.37645,-16.58575,PPL,35963
2512127,Pucol,ES,39.61667,-0.3,PPLA3,19018
2512169,Puerto Real,ES,36.52819,-6.19011,PPLA3,40183
2512177,Puertollano,ES,38.68712,-4.10734,PPLA3,51842
2512186,Puerto del Rosario,ES,28.50038,-13.86272,PPLA3,35667
2512196,Puerto de la Cruz,ES,28.41397,-16.54867,PPLA3,32219
2512232,Puente-Genil,ES,37.38943,-4.76686,PPL,30241
2512251,La Pobla de Vallbona,ES,39.59747,-0.55468,PPL,20431
2512282,Priego de Cordoba,ES,37.43807,-4.19523,PPLA3,23513
2512340,Pozoblanco,ES,38.37906,-4.84827,PPLA3,17669
2512432,Pollenca,ES,39.87678,3.01626,PPLA3,17260
2512581,Pilar de la Horadada,ES,37.86591,-0.79256,PPLA3,22050
2512620,Picassent,ES,39.3635,-0.45949,PPLA3,19786
2512862,Paterna,ES,39.50263,-0.44079,PPLA3,64023
2512989,Palma,ES,39.56939,2.65024,PPLA,401270
2512990,Palma del Rio,ES,37.70024,-5.28121,PPL,21159
2513026,Pajara,ES,28.35039,-14.1076,PPLA3,20821
2513029,Paiporta,ES,39.42814,-0.41765,PPLA3,23519
2513052,Osuna,ES,37.2376,-5.10311,PPLA3,17851
2513076,Orihuela,ES,38.08483,-0.94401,PPLA3,86164
2513106,Ontinyent,ES,38.82191,-0.60603,PPLA3,37735
2513115,Onda,ES,39.96495,-0.26041,PPLA3,25691
2513145,Oliva,ES,38.91971,-0.11935,PPLA3,28419
2513195,Novelda,ES,38.38479,-0.76773,PPLA3,27135
2513222,Nijar,ES,36.96655,-2.20595,PPLA3,26516
2513240,Nerja,ES,36.75278,-3.8744,PPLA3,21811
2513324,Navalmoral de la Mata,ES,39.89158,-5.54064,PPLA3,17228
2513416,Murcia,ES,37.98704,-1.13004,PPLA,436870
2513436,Mula,ES,38.04095,-1.49014,PPLA3,16941
2513465,Mutxamel,ES,38.4158,-0.44529,PPL,22510
2513477,Motril,ES,36.75066,-3.5179,PPLA3,60279
2513509,Moron de la Frontera,ES,37.12084,-5.45403,PPLA3,28455
2513601,Montilla,ES,37.58627,-4.63805,PPLA3,23840
2513604,Montijo,ES,38.90839,-6.61785,PPLA3,16236
2513703,Moncada,ES,39.54555,-0.39551,PPLA3,21900
2513759,Molina de Segura,ES,38.05456,-1.20763,PPLA3,64065
2513791,Moguer,ES,37.27559,-6.83851,PPLA3,19569
2513798,Mogan,ES,27.88385,-15.72538,PPLA3,21690
2513811,Mislata,ES,39.47523,-0.41825,PPLA3,43756
2513882,Mijas,ES,36.59575,-4.63728,PPLA3,73787
2513885,Miguelturra,ES,38.96442,-3.89047,PPL,15316
2513917,Merida,ES,38.91611,-6.34366,PPLA,56395
2513947,Melilla,ES,35.29369,-2.93833,PPLA,73460
2513983,Mazarron,ES,37.5992,-1.31493,PPLA3,35221
2514042,Maspalomas,ES,27.76056,-15.58602,PPL,36065
2514066,Massamagrell,ES,39.56667,-0.33333,PPLA3,15210
2514073,Martos,ES,37.72107,-3.97264,PPLA3,24655
2514097,Marratxi,ES,39.62142,2.7253,PPLA3,33348
2514158,Marchena,ES,37.329,-5.41681,PPLA3,19768
2514169,Marbella,ES,36.51543,-4.88583,PPLA3,134623
2514176,Maracena,ES,37.20764,-3.63493,PPLA3,20815
2514190,Manzanares,ES,38.99915,-3.36991,PPLA3,19186
2514197,Manises,ES,39.49139,-0.46349,PPLA3,30508
2514216,Manacor,ES,39.56964,3.20955,PPLA3,40548
2514256,Malaga,ES,36.72016,-4.42034,PPLA2,568305
2514287,Mairena del Aljarafe,ES,37.34461,-6.06391,PPLA3,40700
2514288,Mairena del Alcor,ES,37.37301,-5.74951,PPLA3,20510
2514301,Mao,ES,39.88853,4.26583,PPLA3,29125
2514392,Lucena,ES,37.40881,-4.48522,PPLA3,42248
2514553,Los Palacios y Villafranca,ES,37.16181,-5.92433,PPL,36824
2514651,Los Llanos de Aridane,ES,28.65851,-17.91821,PPL,20171
2514824,Los Barrios,ES,36.18482,-5.49213,PPL,23513
2514868,Los Alcazares,ES,37.74425,-0.85041,PPL,15674
2514891,Lorca,ES,37.67119,-1.7017,PPLA3,91906
2514893,Lora del Rio,ES,37.65896,-5.52751,PPLA3,19352
2514946,Loja,ES,37.16887,-4.15129,PPLA3,21574
2514984,Llucmajor,ES,39.49093,2.89108,PPLA3,36078
2515036,Lliria,ES,39.62894,-0.59783,PPL,22972
2515045,Linares,ES,38.09519,-3.63602,PPLA3,61338
2515072,Lepe,ES,37.25482,-7.20433,PPLA3,25886
2515096,Lebrija,ES,36.92077,-6.07529,PPLA3,26434
2515151,La Union,ES,37.61915,-0.87799,PPL,17737
2515219,Las Torres de Cotillas,ES,38.02822,-1.24188,PPLA3,21062
2515270,Las Palmas de Gran Canaria,ES,28.09973,-15.41343,PPLA,381847
2515284,La Solana,ES,38.94422,-3.2381,PPL,15523
2515493,Las Cabezas de San Juan,ES,36.9838,-5.93933,PPL,16379
2515555,La Roda,ES,39.20735,-2.15723,PPL,16060
2515562,La Rinconada,ES,37.48613,-5.98091,PPL,35928
2515692,La Orotava,ES,28.39076,-16.52309,PPL,41833
2515698,La Oliva,ES,28.61052,-13.92912,PPL,25884
2515701,la Nucia,ES,38.61372,-0.1269,PPL,17874
2515812,La Linea de la Concepcion,ES,36.16809,-5.34777,PPL,64595
2516004,L'Eliana,ES,39.56667,-0.53333,PPL,18050
2516088,La Carolina,ES,38.27559,-3.61535,PPL,15306
2516217,La Algaba,ES,37.46325,-6.01113,PPL,16301
2516255,Jumilla,ES,38.47917,-1.325,PPLA3,25685
2516326,Jerez de la Frontera,ES,36.68645,-6.13606,PPLA3,207532
2516336,Javea,ES,38.78333,0.16667,PPL,28016
2516345,Xativa,ES,38.99042,-0.51852,PPLA3,29386
2516395,Jaen,ES,37.76922,-3.79028,PPLA2,116557
2516431,Isla Cristina,ES,37.2,-7.31667,PPLA3,21324
2516443,Ingenio,ES,27.91855,-15.43433,PPLA3,29319
2516452,Inca,ES,39.7211,2.91093,PPLA3,29308
2516474,Icod de los Vinos,ES,28.37241,-16.71188,PPLA3,24024
2516479,Ibiza,ES,38.90883,1.43296,PPLA3,48684
2516480,Ibi,ES,38.62533,-0.57225,PPLA3,24113
2516542,Huercal-Overa,ES,37.38918,-1.943,PPLA3,17645
2516548,Huelva,ES,37.26638,-6.94004,PPLA2,148806
2516797,Hellin,ES,38.5106,-1.70096,PPLA3,30976
2516852,Guimar,ES,28.31122,-16.41276,PPL,17662
2516860,Guia de Isora,ES,28.21154,-16.77947,PPLA3,20536
2516902,Guardamar del Segura,ES,38.09031,-0.65556,PPLA3,16329
2516925,Guadix,ES,37.29932,-3.13922,PPLA3,20395
2517111,Granadilla de Abona,ES,28.11882,-16.57599,PPLA3,39993
2517117,Granada,ES,37.18817,-3.60667,PPLA2,234325
2517367,Gandia,ES,38.96667,-0.18333,PPLA3,80020
2517436,Galdar,ES,28.14701,-15.6502,PPLA3,24405
2517595,Fuengirola,ES,36.53998,-4.62473,PPLA3,71482
2517750,Felanitx,ES,39.4696,3.14831,PPLA3,18270
2517816,Estepona,ES,36.42764,-5.14589,PPLA3,65592
2518040,El Viso del Alcor,ES,37.39106,-5.71993,PPL,19191
2518207,El Puerto de Santa Maria,ES,36.59389,-6.23298,PPL,88364
2518444,El Grao,ES,39.97358,0.01284,PPL,16026
2518494,El Ejido,ES,36.77629,-2.81456,PPL,84710
2518505,Elda,ES,38.47783,-0.79157,PPLA3,55168
2518559,Elche,ES,38.26218,-0.70107,PPLA3,230112
2518729,El Arahal,ES,37.26273,-5.5453,PPL,19565
2518770,Ecija,ES,37.5422,-5.0826,PPLA3,40400
2518794,Dos Hermanas,ES,37.28287,-5.92088,PPLA3,122943
2518820,Don Benito,ES,38.95627,-5.86162,PPLA3,35791
2518878,Denia,ES,38.84078,0.10574,PPL,41733
2518924,Daimiel,ES,39.07004,-3.61498,PPLA3,18527
2518949,Cullera,ES,39.16667,-0.25,PPLA3,24121
2519068,Quart de Poblet,ES,39.48139,-0.43937,PPLA3,25499
2519110,Crevillente,ES,38.24994,-0.80975,PPL,28957
2519233,Coria del Rio,ES,37.28766,-6.0541,PPLA3,28100
2519240,Cordoba,ES,37.89155,-4.77275,PPLA2,328428
2519289,Conil de la Frontera,ES,36.27719,-6.0885,PPLA3,20984
2519367,Coin,ES,36.65947,-4.75639,PPLA3,21866
2519402,Ciudad Real,ES,38.98626,-3.92907,PPLA2,74014
2519425,Cieza,ES,38.23998,-1.41987,PPLA3,35200
2519466,Xirivella,ES,39.46588,-0.42589,PPL,30002
2519477,Chipiona,ES,36.73663,-6.43703,PPLA3,18583
2519513,Chiclana de la Frontera,ES,36.41976,-6.14367,PPLA3,77293
2519651,Cehegin,ES,38.09242,-1.7985,PPL,15022
2519690,Catarroja,ES,39.4,-0.4,PPLA3,27035
2519738,Castilleja de la Cuesta,ES,37.38594,-6.05258,PPLA3,17150
2519752,Castello de la Plana,ES,39.98567,-0.04935,PPLA2,180005
2520052,Cartaya,ES,37.28114,-7.15071,PPLA3,17905
2520055,Cartama,ES,36.71068,-4.63297,PPLA3,21313
2520058,Cartagena,ES,37.60512,-0.98623,PPLA3,211996
2520069,Carrizal,ES,27.91161,-15.40558,PPL,22000
2520118,Carmona,ES,37.47125,-5.64608,PPLA3,28344
2520121,Carlet,ES,39.2266,-0.52142,PPLA3,15527
2520150,Carcaixent,ES,39.1218,-0.44812,PPLA3,21735
2520171,Caravaca,ES,38.10558,-1.86343,PPL,26415
2520283,Candelaria,ES,28.3548,-16.37268,PPLA3,24319
2520413,Campo de Criptana,ES,39.40463,-3.12492,PPLA3,15006
2520425,Campina,ES,38.21896,-2.98069,PPL,67904
2520447,El Campello,ES,38.42885,-0.39774,PPL,27893
2520477,Camas,ES,37.40202,-6.03314,PPLA3,26015
2520493,Calvia,ES,39.5657,2.50621,PPLA3,51774
2520496,Calp,ES,38.6447,0.0445,PPL,23326
2520502,Callosa de Segura,ES,38.12497,-0.87822,PPLA3,17924
2520600,Cadiz,ES,36.52672,-6.2891,PPLA2,126766
2520611,Caceres,ES,39.47649,-6.37224,PPLA2,93131
2520645,Cabra,ES,37.47249,-4.44206,PPLA3,21352
2520709,Burriana,ES,39.88901,-0.08499,PPLA3,34565
2520712,Burjassot,ES,39.50984,-0.41327,PPLA3,38433
2520833,Bormujos,ES,37.37358,-6.07233,PPLA3,18590
2520968,Betera,ES,39.59111,-0.46151,PPLA3,20740
2521016,Berja,ES,36.84693,-2.94966,PPLA3,15035
2521088,Benidorm,ES,38.53816,-0.13098,PPLA3,71034
2521105,Benetusser,ES,39.42265,-0.39686,PPLA3,15313
2521139,Benalmadena,ES,36.5961,-4.57267,PPLA3,58854
2521215,Baza,ES,37.49073,-2.77259,PPLA3,23359
2521335,Barbate,ES,36.19237,-5.92186,PPL,22551
2521410,Bailen,ES,38.09639,-3.77786,PPLA3,18785
2521413,Baeza,ES,37.99384,-3.47103,PPLA3,16253
2521415,Baena,ES,37.6167,-4.32245,PPLA3,20915
2521420,Badajoz,ES,38.87789,-6.97061,PPLA3,148334
2521456,Ayamonte,ES,37.21329,-7.40807,PPLA3,20334
2521485,Atarfe,ES,37.22479,-3.68686,PPLA3,15399
2521486,Atamaria,ES,37.59989,-0.80682,PPL,30000
2521510,Aspe,ES,38.34511,-0.76721,PPLA3,20180
2521519,Arucas,ES,28.11983,-15.52325,PPLA3,36259
2521554,Arroyo de la Miel,ES,36.60326,-4.54242,PPL,17763
2521570,Arrecife,ES,28.96302,-13.54769,PPLA3,59127
2521582,Arona,ES,28.09962,-16.68102,PPLA3,78614
2521590,Armilla,ES,37.14386,-3.62534,PPLA3,21380
2521665,Arcos de la Frontera,ES,36.75075,-5.81056,PPLA3,31210
2521676,Archena,ES,38.11631,-1.30043,PPLA3,18202
2521710,Antequera,ES,37.01938,-4.56123,PPLA3,45168
2521738,Andujar,ES,38.03922,-4.05077,PPLA3,39111
2521804,Altea,ES,38.59885,-0.05139,PPLA3,23780
2521847,Almunecar,ES,36.73393,-3.69072,PPLA3,27696
2521855,Almoradi,ES,38.10879,-0.79197,PPL,20542
2521857,Almonte,ES,37.2647,-6.51667,PPLA3,21782
2521886,Almeria,ES,36.83814,-2.45974,PPLA2,188810
2521893,Almendralejo,ES,38.68316,-6.40747,PPLA3,33588
2521909,Almassora,ES,39.94729,-0.06313,PPL,25831
2521923,Almansa,ES,38.86917,-1.09713,PPLA3,25727
2521964,Aljaraque,ES,37.26989,-7.02313,PPLA3,17960
2521978,Alicante,ES,38.34517,-0.48149,PPLA2,334757
2521985,Alhaurin el Grande,ES,36.643,-4.68728,PPLA3,23319
2521986,Alhaurin de la Torre,ES,36.66401,-4.56139,PPL,35114
2521992,Alhama de Murcia,ES,37.85103,-1.42507,PPLA3,19860
2522012,Algemesi,ES,39.19042,-0.43572,PPLA3,28308
2522013,Algeciras,ES,36.13326,-5.45051,PPLA3,116209
2522057,Alfafar,ES,39.41667,-0.38333,PPLA3,20853
2522077,Aldaia,ES,39.46569,-0.46005,PPLA3,29914
2522091,Alcudia,ES,39.85316,3.12138,PPLA3,19071
2522098,Alcoy,ES,38.70545,-0.47432,PPLA3,61552
2522129,Alzira,ES,39.15,-0.43333,PPLA3,44690
2522131,Alcazar de San Juan,ES,39.39011,-3.20827,PPLA3,30675
2522152,Alcantarilla,ES,37.96939,-1.21714,PPLA3,41084
2522160,Alcala la Real,ES,37.4614,-3.92301,PPLA3,22783
2522165,Alcala de Guadaira,ES,37.33791,-5.83951,PPL,70155
2522203,Alboraya,ES,39.5,-0.35,PPLA3,22405
2522208,Albolote,ES,37.23088,-3.6551,PPLA3,17089
2522250,Albal,ES,39.4,-0.41667,PPLA3,15443
2522258,Albacete,ES,38.99424,-1.85643,PPLA2,169716
2522297,Alaquas,ES,39.45568,-0.461,PPLA3,30392
2522325,Aguimes,ES,27.90539,-15.44609,PPLA3,28924
2522333,Aguilas,ES,37.4063,-1.58289,PPLA3,34533
2522430,Adra,ES,36.74831,-3.02076,PPLA3,24373
2522437,Adeje,ES,28.12271,-16.726,PPLA3,43204
2567529,Grao de Murviedro,ES,39.64167,-0.23889,PPL,62368
3104316,Zarautz,ES,43.28444,-2.16992,PPLA3,22627
3104324,Zaragoza,ES,41.65606,-0.87734,PPLA,674317
3104342,Zamora,ES,41.50633,-5.74456,PPLA2,66293
3104475,Viveiro,ES,43.66228,-7.59344,PPLA3,16238
3104499,Gasteiz / Vitoria,ES,42.84998,-2.67268,PPLA,235661
3104584,Vinaros,ES,40.47033,0.47559,PPLA3,28273
3104703,Villaviciosa de Odon,ES,40.3581,-3.9043,PPLA3,26475
3104748,Villaverde,ES,40.35,-3.7,PPLX,126802
3105148,Villaquilambre,ES,42.64685,-5.55835,PPLA3,17013
3105184,Vilanova i la Geltru,ES,41.22392,1.72511,PPL,65890
3105214,Villanueva del Pardillo,ES,40.49014,-3.96383,PPLA3,15087
3105247,Villanueva de la Canada,ES,40.44689,-4.00428,PPLA3,16804
3105522,Vilalba,ES,43.29806,-7.6813,PPLA3,15437
3105575,Vilagarcia de Arousa,ES,42.59631,-8.76426,PPLA3,37576
3105600,Vilafranca del Penedes,ES,41.34618,1.69713,PPLA3,38425
3105803,Vila-seca,ES,41.11118,1.14764,PPL,20866
3105805,Vilaseca,ES,42.06174,2.25528,PPL,17305
3105935,Viladecans,ES,41.31405,2.01427,PPL,66168
3105976,Vigo,ES,42.23282,-8.72264,PPLA3,297332
3106050,Vic,ES,41.93012,2.25486,PPLA3,39844
3106054,Vicalvaro,ES,40.4,-3.6,PPLX,66439
3106180,El Vendrell,ES,41.21667,1.53333,PPL,35821
3106492,Valls,ES,41.28612,1.24993,PPLA3,25092
3106672,Valladolid,ES,41.65518,-4.72372,PPLA,317864
3106868,Valdemoro,ES,40.19081,-3.67887,PPLA3,62750
3107112,Rivas-Vaciamadrid,ES,40.32605,-3.51089,PPL,68405
3107139,Utebo,ES,41.70826,-0.99916,PPLA3,17677
3107364,Tui,ES,42.04713,-8.64435,PPLA3,17262
3107418,Tudela,ES,42.06166,-1.60452,PPLA3,34717
3107677,Tortosa,ES,40.81249,0.5216,PPLA3,35143
3107765,Torrelodones,ES,40.57654,-3.92658,PPLA3,21781
3107775,Torrelavega,ES,43.34943,-4.04785,PPL,55297
3107784,Torrejon de Ardoz,ES,40.45535,-3.46973,PPLA3,118162
3107807,Torredembarra,ES,41.14505,1.39861,PPLA3,15272
3107955,Tordera,ES,41.69914,2.71888,PPLA3,15345
3108008,Tolosa,ES,43.13484,-2.07801,PPLA3,18044
3108118,Tetuan de las Victorias,ES,40.45975,-3.6975,PPLX,155000
3108126,Teruel,ES,40.3456,-1.10646,PPLA2,35396
3108165,Teo,ES,42.75,-8.5,PPLA3,17807
3108285,Tarrega,ES,41.64704,1.13957,PPLA3,16539
3108286,Terrassa,ES,41.56667,2.01667,PPL,218535
3108288,Tarragona,ES,41.11667,1.25,PPLA2,140323
3108317,Tarancon,ES,40.00851,-3.00731,PPLA3,15651
3108681,Soria,ES,41.76401,-2.46883,PPLA2,39528
3108877,Sitges,ES,41.23506,1.81193,PPLA3,27668
3109041,Sestao,ES,43.30975,-3.00716,PPLA3,29476
3109050,Sesena,ES,40.10473,-3.69793,PPLA3,16231
3109256,Segovia,ES,40.94808,-4.11839,PPLA2,56660
3109402,Cerdanyola del Valles,ES,41.49109,2.14079,PPL,58747
3109442,Sant Vicenc dels Horts,ES,41.39317,2.00689,PPLA3,27701
3109453,Barakaldo,ES,43.29639,-2.98813,PPLA3,98460
3109481,Santurtzi,ES,43.32842,-3.03248,PPLA3,46978
3109493,Sants,ES,41.37426,2.13826,PPLX,41313
3109546,Sant Just Desvern,ES,41.38389,2.06758,PPLA3,15811
3109642,Santiago de Compostela,ES,42.88052,-8.54569,PPLA,95092
3109689,Santa Perpetua de Mogoda,ES,41.53333,2.18333,PPLA3,25048
3109718,Santander,ES,43.46472,-3.80444,PPLA,182700
3109804,Barbera del Valles,ES,41.5159,2.12457,PPL,31144
3109897,Santa Uxia de Ribeira,ES,42.55352,-8.99094,PPL,27067
3109981,Santa Coloma de Gramenet,ES,41.45152,2.2081,PPL,118821
3110040,San Sebastian de los Reyes,ES,40.55555,-3.62733,PPLA3,75912
3110044,San Sebastian,ES,43.31283,-1.97499,PPLA2,185357
3110101,Sant Quirze del Valles,ES,41.53333,2.08333,PPLA3,18462
3110143,Sant Pere de Ribes,ES,41.26045,1.77391,PPL,28353
3110360,San Martin de la Vega,ES,40.20735,-3.57063,PPLA3,18256
3110458,San Lorenzo de El Escorial,ES,40.59144,-4.14738,PPLA3,17889
3110516,Vilassar de Mar,ES,41.50507,2.39227,PPL,20764
3110519,Sant Joan Despi,ES,41.36718,2.0574,PPL,32030
3110610,Sanxenxo,ES,42.39996,-8.80698,PPLA3,17315
3110627,San Fernando de Henares,ES,40.42386,-3.53261,PPLA3,40981
3110642,Sant Feliu de Llobregat,ES,41.38333,2.05,PPLA3,42919
3110643,Sant Feliu de Guixols,ES,41.78333,3.03333,PPLA3,21977
3110718,Sant Cugat del Valles,ES,41.47063,2.08611,PPLA3,79253
3110813,Sant Celoni,ES,41.68921,2.48965,PPLA3,16860
3110821,Sant Carles de la Rapita,ES,40.61667,0.6,PPLA3,15511
3110834,Sant Boi de Llobregat,ES,41.34357,2.03659,PPL,82428
3110876,Sant Andreu,ES,41.43541,2.18982,PPLX,147732
3110880,San Andres del Rabanedo,ES,42.61174,-5.61671,PPL,30820
3110885,Sant Andreu de la Barca,ES,41.44659,1.97187,PPL,26401
3110921,Sant Adria de Besos,ES,41.43073,2.21855,PPL,36669
3110962,Sama,ES,43.29568,-5.68416,PPL,39984
3110983,Salt,ES,41.97489,2.79281,PPLA3,29985
3110986,Salou,ES,41.07663,1.14163,PPL,26775
3111108,Salamanca,ES,40.96882,-5.66388,PPLA2,155619
3111199,Sabadell,ES,41.54329,2.10942,PPLA3,206493
3111294,Rubi,ES,41.49226,2.03305,PPLA3,72987
3111348,Roses,ES,42.26199,3.17689,PPLA3,20197
3111605,Ripollet,ES,41.49686,2.15739,PPLA3,37088
3111807,Ribeira,ES,42.73809,-8.44106,PPL,27518
3111933,Reus,ES,41.15612,1.10687,PPLA3,107118
3112011,Errenteria,ES,43.31195,-1.90234,PPL,38767
3112154,Redondela,ES,42.28337,-8.6096,PPL,29194
3112737,Puente de Vallecas,ES,40.39354,-3.662,PPLX,244151
3112761,Ponteareas,ES,42.17476,-8.50398,PPL,23172
3112866,Premia de Mar,ES,41.49206,2.36524,PPLA3,27399
3112989,Pozuelo de Alarcon,ES,40.43293,-3.81338,PPLA3,82428
3113035,Poio,ES,42.44775,-8.68594,PPL,17018
3113082,Portugalete,ES,43.32099,-3.02064,PPLA3,48105
3113157,Porrino,ES,42.16156,-8.6198,PPL,17475
3113209,Pontevedra,ES,42.431,-8.64435,PPLA2,81576
3113236,Ponferrada,ES,42.54664,-6.59619,PPLA3,68736
3113331,Plasencia,ES,40.03116,-6.08845,PPLA3,41148
3113415,Pinto,ES,40.24147,-3.69999,PPLA3,43501
3113526,Pineda de Mar,ES,41.62763,2.6889,PPLA3,26203
3113576,Piera,ES,41.52232,1.75076,PPL,15362
3114256,Parla,ES,40.23604,-3.76752,PPLA3,115611
3114267,Parets del Valles,ES,41.57481,2.23306,PPL,17632
3114472,Pamplona,ES,42.81687,-1.64323,PPLA,198491
3114531,Palencia,ES,42.00955,-4.52406,PPLA2,82651
3114566,Palamos,ES,41.84843,3.12912,PPLA3,18161
3114567,Palafrugell,ES,41.91738,3.1631,PPLA3,22365
3114711,Oviedo,ES,43.36029,-5.84476,PPLA,224005
3114957,Oria,ES,43.25541,-2.01873,PPL,17842
3114965,Ourense,ES,42.33669,-7.86407,PPLA2,107742
3115093,Olot,ES,42.18096,2.49012,PPLA3,33524
3115171,Olesa de Montserrat,ES,41.54372,1.89407,PPL,23301
3115177,Oleiros,ES,43.33333,-8.31667,PPLA3,33443
3115463,Nigran,ES,42.14153,-8.80656,PPLA3,18021
3115659,Navalcarnero,ES,40.28908,-4.01197,PPLA3,21584
3115739,Naron,ES,43.50175,-8.19082,PPLA3,37712
3115907,Mungia,ES,43.35461,-2.84524,PPLA3,16209
3116025,Mostoles,ES,40.32234,-3.86496,PPLA3,206478
3116156,Moratalaz,ES,40.40742,-3.64935,PPLX,104923
3116224,Monzon,ES,41.91084,0.19406,PPLA3,17042
3116262,Montornes del Valles,ES,41.54206,2.26748,PPLA3,15509
3116478,Monforte de Lemos,ES,42.52165,-7.51422,PPLA3,19546
3116503,Arrasate / Mondragon,ES,43.06441,-2.48977,PPL,22019
3116527,Montcada i Reixac,ES,41.48333,2.18333,PPL,33453
3116553,Mollet del Valles,ES,41.54026,2.21306,PPL,52484
3116562,Molins de Rei,ES,41.41667,2.01667,PPL,24067
3116653,Moana,ES,42.27807,-8.73921,PPLA3,19014
3116689,Miranda de Ebro,ES,42.6865,-2.94695,PPLA3,39264
3116789,Mieres,ES,43.25,-5.76667,PPLA3,44070
3116963,Mejorada del Campo,ES,40.39283,-3.48194,PPLA3,22488
3117010,Medina del Campo,ES,41.31239,-4.91413,PPLA3,21540
3117164,Mataro,ES,41.54211,2.4445,PPLA3,121722
3117232,El Masnou,ES,41.47978,2.3188,PPL,23340
3117331,Martorell,ES,41.47402,1.93062,PPLA3,26681
3117409,Marin,ES,42.39145,-8.70136,PPL,25969
