geonameid,asciiname,countrycode,latitude,longitude,feature code,population
3526662,Izamal,MX,20.93537,-89.01802,PPL,16195
3526674,Ixtepec,MX,16.56052,-95.10375,PPLA2,25381
3526681,Ixtapan de la Sal,MX,18.84369,-99.67671,PPLA2,17640
3526682,Ixtapaluca,MX,19.31556,-98.88284,PPLA2,322271
3526683,Iztapalapa,MX,19.35529,-99.06224,PPL,1815786
3526696,Ixtaczoquitlan,MX,18.85364,-97.06229,PPLA2,26187
3526700,Iztacalco,MX,19.39528,-99.09778,PPL,384326
3526708,Ixmiquilpan,MX,20.47841,-99.21697,PPLA2,34814
3526785,Villa Independencia,MX,20.05523,-97.05214,PPL,15297
3526798,Iguala de la Independencia,MX,18.34536,-99.5413,PPLA2,118468
3526838,Hunucma,MX,21.01723,-89.87551,PPLA2,24910
3526855,Huixtla,MX,15.13915,-92.4641,PPLA2,32033
3526864,Ciudad de Huitzuco,MX,18.30334,-99.33376,PPLA2,17475
3526908,Huimanguillo,MX,17.83366,-93.38926,PPLA2,27344
3526952,Huejutla de Reyes,MX,21.14,-98.41944,PPL,40015
3526953,Huejotzingo,MX,19.15892,-98.40824,PPLA2,25684
3526992,Huauchinango,MX,20.17376,-98.05491,PPLA2,56206
3526993,Huatusco,MX,19.14876,-96.9676,PPLA2,31305
3527023,Ciudad de Huajuapan de Leon,MX,17.80787,-97.77956,PPLA2,53043
3527542,Comalapa,MX,15.65924,-92.14237,PPLA2,18704
3527545,Frontera,MX,18.54326,-92.6453,PPL,22795
3527596,Fortin de las Flores,MX,18.90806,-97,PPL,21370
3527639,Felipe Carrillo Puerto,MX,19.5775,-88.04529,PPLA2,25744
3527795,Escarcega,MX,18.60891,-90.74544,PPL,29477
3527879,Emiliano Zapata,MX,18.84065,-99.18463,PPLA2,49193
3527880,Emiliano Zapata,MX,17.74058,-91.76635,PPLA2,20030
3528756,Ciudad Mante,MX,22.74304,-98.9739,PPLA2,84787
3529612,Ecatepec de Morelos,MX,19.60492,-99.06064,PPLA2,1655015
3529619,Ebano,MX,22.21808,-98.37706,PPLA2,24296
3529886,Cunduacan,MX,18.06557,-93.17302,PPLA2,19824
3529947,Cuernavaca,MX,18.9261,-99.23075,PPLA,338650
3529981,Cuautlancingo,MX,19.08995,-98.27319,PPLA2,25104
3529982,Cuautla,MX,18.8106,-98.93525,PPLA2,154358
3529986,Cuautitlan,MX,19.67052,-99.17989,PPLA2,108449
3529989,Cuautepec de Hinojosa,MX,20.03557,-98.31015,PPLA2,18835
3530049,Delegacion Cuajimalpa de Morelos,MX,19.3692,-99.29089,PPL,160491
3530103,Cozumel,MX,20.50038,-86.94272,PPLA2,77236
3530123,Coyotepec,MX,19.77722,-99.21295,PPLA2,35677
3530139,Coyoacan,MX,19.3467,-99.16174,PPL,620416
3530167,Cosoleacaque,MX,17.99913,-94.6359,PPLA2,22454
3530175,Coscomatepec de Bravo,MX,19.07275,-97.04685,PPLA2,15252
3530177,Cosamaloapan,MX,18.36759,-95.79857,PPLA2,30577
3530240,Cordoba,MX,18.8842,-96.92559,PPL,140896
3530276,Contla,MX,19.32932,-98.1664,PPLA2,27610
3530367,Comitan,MX,16.2471,-92.13515,PPLA2,97537
3530385,Comalcalco,MX,18.26316,-93.22397,PPLA2,41458
3530513,Coatzintla,MX,20.48699,-97.46823,PPLA2,34036
3530517,Coatzacoalcos,MX,18.14905,-94.4447,PPL,235983
3530531,Coatepec,MX,19.45229,-96.96148,PPLA2,53621
3530569,Coacalco,MX,19.62923,-99.10689,PPLA2,277959
3530580,Ciudad Victoria,MX,23.74174,-99.14599,PPLA,305155
3530584,Ciudad Serdan,MX,18.98856,-97.44643,PPLA2,23824
3530587,Ciudad Sahagun,MX,19.77557,-98.57471,PPL,28556
3530589,Ciudad Nezahualcoyotl,MX,19.40061,-99.01483,PPL,1104585
3530590,Ciudad Miguel Aleman,MX,26.39952,-99.02836,PPLA2,19997
3530592,Ciudad Mendoza,MX,18.80645,-97.1787,PPLA2,35641
3530594,Ciudad Madero,MX,22.27228,-97.83623,PPLA2,197216
3530596,Ciudad Fernandez,MX,21.94045,-100.01153,PPLA2,32006
3530597,Mexico City,MX,19.42847,-99.12766,PPLC,12294193
3530599,Ciudad del Carmen,MX,18.64592,-91.82991,PPL,169466
3530617,Cintalapa de Figueroa,MX,16.68393,-93.71814,PPL,42467
3530757,Cholula,MX,19.06406,-98.30352,PPL,87897
3530870,Chilpancingo,MX,17.5506,-99.50578,PPLA,187251
3530886,Chilapa de Alvarez,MX,17.59917,-99.17389,PPLA2,31157
3530908,Chignahuapan,MX,19.83866,-98.03171,PPLA2,19608
3530932,Chiconcuac,MX,19.55939,-98.89884,PPL,21738
3530937,Chicoloapan,MX,19.41687,-98.90202,PPLA2,172919
3530978,Chichen-Itza,MX,20.66667,-88.56667,PPL,18000
3531013,Chiapa de Corzo,MX,16.7077,-93.01184,PPLA2,45077
3531023,Chetumal,MX,18.51413,-88.30381,PPLA,151243
3531177,Champoton,MX,19.34745,-90.72039,PPLA2,30881
3531200,Chalco,MX,19.26174,-98.89775,PPLA2,168720
3531321,Cerro Azul,MX,21.192,-97.74088,PPLA2,22268
3531416,Catemaco,MX,18.42131,-95.11398,PPLA2,27615
3531556,Carlos A. Carrillo,MX,18.37477,-95.75444,PPLA2,17989
3531574,Cardenas,MX,22.00144,-99.64247,PPLA2,15469
3531576,Cardenas,MX,18.00135,-93.37559,PPL,91558
3531598,Capulhuac de Mirafuentes,MX,19.19354,-99.46585,PPLA2,20757
3531673,Cancun,MX,21.17429,-86.84656,PPL,628306
3531732,Campeche,MX,19.84386,-90.52554,PPLA,220389
3531784,Calpulalpan,MX,19.58867,-98.56972,PPLA2,33263
3531862,Cadereyta Jimenez,MX,25.58896,-100.00156,PPLA2,68111
3531865,Cadereyta,MX,25.58333,-99.98333,PPL,67994
3531904,Cacahoatan,MX,14.99201,-92.16376,PPLA2,16572
3532254,Berriozabal,MX,16.79853,-93.27163,PPLA2,28128
3532414,Banderilla,MX,19.58893,-96.93727,PPLA2,19649
3532497,Azcapotzalco,MX,19.48698,-99.18594,PPL,414711
3532499,Ayutla de los Libres,MX,16.96376,-99.09616,PPLA2,15370
3532545,Axochiapan,MX,18.50246,-98.75358,PPLA2,17508
3532592,Atlixco,MX,18.90815,-98.43613,PPL,86690
3532617,Atlacomulco de Fabela,MX,19.79919,-99.875,PPLA2,22774
3532624,Ciudad Lopez Mateos,MX,19.55793,-99.25675,PPLA2,489160
3532792,Apizaco,MX,19.41333,-98.14358,PPLA2,49506
3532815,Apan,MX,19.71128,-98.45086,PPLA2,26642
3532881,Amozoc de Mota,MX,19.04611,-98.045,PPL,77106
3532899,Amecameca,MX,19.12384,-98.76649,PPL,31687
3532964,Alvarado,MX,18.77143,-95.76181,PPLA2,23128
3532969,Altotonga,MX,19.76613,-97.24514,PPLA2,19722
3532989,Altepexi,MX,18.37035,-97.29966,PPLA2,18217
3533005,Altamira,MX,22.39215,-97.93867,PPLA2,59536
3533056,Allende,MX,18.15514,-94.39289,PPL,23620
3533107,Alamo,MX,20.91154,-97.67554,PPLA2,25159
3533126,Ajalpan,MX,18.37908,-97.25867,PPLA2,28031
3533269,Agua Dulce,MX,18.13909,-94.14527,PPLA2,36079
3533389,Actopan,MX,20.26961,-98.94377,PPL,29223
3533402,San Lorenzo Acopilco,MX,19.33002,-99.32721,PPLX,23037
3533426,Acayucan,MX,17.94979,-94.91386,PPLA2,50934
3533433,Acatzingo,MX,18.98196,-97.78363,PPLA2,25811
3533440,Acatlan de Osorio,MX,18.2025,-98.04864,PPL,16307
3533462,Acapulco de Juarez,MX,16.84942,-99.90891,PPL,673479
3533486,Acajete,MX,19.11154,-97.95231,PPLA2,20923
3533490,San Antonio Acahualco,MX,19.274,-99.77169,PPL,16442
3761202,Valente Diaz,MX,19.16347,-96.21648,PPL,25700
3762210,Santiago Tlacotepec,MX,19.22708,-99.67083,PPL,15853
3801276,Tierra Blanca,MX,18.44771,-96.35912,PPLA2,47824
3802723,Playas del Rosario,MX,17.85308,-92.93219,PPL,21893
3802739,Rio de Teapa,MX,17.78342,-92.90033,PPL,26500
3815324,Huamantla,MX,19.31451,-97.9252,PPLA2,51996
3815375,La Magdalena Tlaltelulco,MX,19.28287,-98.19609,PPLA2,16834
3815392,Zacatelco,MX,19.21583,-98.23972,PPL,38466
3815415,Tlaxcala,MX,19.31905,-98.19982,PPLA,84670
3815447,Papalotla,MX,19.16861,-98.20389,PPL,22969
3815453,Villa Vicente Guerrero,MX,19.12123,-98.16572,PPLA2,60001
3816721,Tonala,MX,16.08977,-93.75489,PPLA2,35322
3816739,Arriaga,MX,16.23589,-93.89995,PPLA2,24447
3817641,San Mateo Huitzilzingo,MX,19.22906,-98.92504,PPL,15389
3817649,San Martin Cuautlalpan,MX,19.27618,-98.83167,PPL,23501
3817714,Tulantongo,MX,19.53159,-98.87464,PPL,15584
3817731,Tezoyuca,MX,19.59283,-98.91084,PPLA2,16933
3817746,Tepexpan,MX,19.61387,-98.9364,PPL,102667
3817809,Santa Maria Ajoloapan,MX,19.7636,-98.95908,PPL,17784
3818742,San Andres Cholula,MX,19.05144,-98.29526,PPL,39964
3824536,Alto Lucero,MX,20.95361,-97.44194,PPL,15011
3824996,Loma Bonita,MX,18.10721,-95.87904,PPL,31485
3825011,Isla,MX,18.0278,-95.52946,PPLA2,26287
3827248,San Andres Cuexcontitlan,MX,19.35892,-99.62151,PPL,18005
3827254,San Mateo Otzacatipan,MX,19.33273,-99.60345,PPL,22656
3827255,San Pedro Totoltepec,MX,19.31108,-99.57197,PPL,21076
3827256,Santa Maria Totoltepec,MX,19.30653,-99.59279,PPLX,18779
3827263,San Francisco Cuaxusco,MX,19.26755,-99.61925,PPLX,24900
3827406,Benito Juarez,MX,19.3984,-99.15766,PPL,355017
3827407,Venustiano Carranza,MX,19.44361,-99.10499,PPLX,430978
3827408,Miguel Hidalgo,MX,19.43411,-99.20024,PPL,372889
3827409,Cuauhtemoc,MX,19.44506,-99.14612,PPL,531831
3827414,Huixquilucan,MX,19.35985,-99.35016,PPL,124846
3827586,Melchor Ocampo,MX,19.70186,-99.14485,PPLA2,38599
3827588,Huilango,MX,19.68056,-99.25639,PPL,17399
3827596,Santiago Teyahualco,MX,19.65985,-99.12493,PPL,53684
3827598,Ojo de Agua,MX,19.68028,-99.01,PPL,242272
3827606,Buenavista,MX,19.60833,-99.16944,PPL,206081
3970972,Miguel Aleman (La Doce),MX,28.84028,-111.4775,PPL,30869
3976775,Leyva Solano,MX,25.66163,-108.637,PPL,27536
3976999,Cihuatlan,MX,19.2366,-104.56512,PPL,18164
3979174,Lazaro Cardenas,MX,30.52815,-115.92617,PPL,16294
3979442,Santa Isabel,MX,32.6333,-115.57605,PPL,29311
3979505,Guadalupe Victoria,MX,32.28924,-115.10534,PPL,17119
3979665,Zinapecuaro,MX,19.86006,-100.82857,PPLA2,15875
3979673,Ixtapa-Zihuatanejo,MX,17.64344,-101.55212,PPL,67408
3979717,Zapotlanejo,MX,20.62248,-103.06766,PPLA2,32376
3979727,Zapotiltic,MX,19.62749,-103.41752,PPLA2,22833
3979770,Zapopan,MX,20.72356,-103.38479,PPLA2,1142483
3979802,Zamora,MX,19.9855,-102.28387,PPL,141627
3979822,Zacoalco de Torres,MX,20.22816,-103.5687,PPLA2,18172
3979844,Zacatecas,MX,22.76843,-102.58141,PPLA,129011
3979846,Zacapu,MX,19.81396,-101.79157,PPLA2,50112
3979855,Yuriria,MX,20.21081,-101.13212,PPLA2,25216
3979856,Yurecuaro,MX,20.33606,-102.28382,PPLA2,23843
3980169,Villa Hidalgo,MX,21.67616,-102.58803,PPLA2,15182
3980174,Villagran,MX,20.51452,-100.99745,PPLA2,27079
3980180,Frontera,MX,26.92814,-101.45212,PPLA2,69462
3980187,El Pueblito,MX,20.53996,-100.43817,PPLA2,71254
3980190,Garcia,MX,25.81201,-100.59874,PPLA2,93641
3980194,Ciudad de Villa de Alvarez,MX,19.26722,-103.73778,PPL,117600
3980605,Valle de Santiago,MX,20.3914,-101.19222,PPLA2,68058
3980621,Valle de Bravo,MX,19.19501,-100.13132,PPLA2,25554
3980760,Uruapan,MX,19.41116,-102.05644,PPLA2,264439
3980777,Uriangato,MX,20.14085,-101.18251,PPLA2,51382
3980833,Tuzantla,MX,19.20289,-100.56679,PPL,15302
3980841,Tuxpan,MX,21.94221,-105.2987,PPLA2,21709
3980844,Tuxpan,MX,19.55555,-103.37587,PPLA2,27523
3981254,Torreon,MX,25.54389,-103.41898,PPLA2,608836
3981369,Tonala,MX,20.62445,-103.23423,PPLA2,408759
3981461,Tlaquepaque,MX,20.64091,-103.29327,PPLA2,575942
3981467,Tlajomulco de Zuniga,MX,20.47421,-103.44654,PPLA2,30273
3981609,Tijuana,MX,32.5027,-117.00371,PPLA2,1300983
3981791,Tesistan,MX,20.80051,-103.46993,PPL,62397
3981885,Tequila,MX,20.88205,-103.83599,PPLA2,29203
3981941,Tepic,MX,21.50951,-104.89569,PPLA,332863
3981984,Tepatitlan de Morelos,MX,20.81692,-102.76347,PPLA2,91959
3982007,Tepalcatepec,MX,19.18666,-102.8493,PPLA2,15221
3982034,Teocaltiche,MX,21.43421,-102.57449,PPLA2,23726
3982121,Tejupilco de Hidalgo,MX,18.90475,-100.15275,PPLA2,25631
3982170,Tecpan de Galeana,MX,17.21976,-100.63032,PPLA2,15119
3982213,Tecoman,MX,18.91678,-103.87786,PPLA2,85689
3982266,Tecate,MX,32.56717,-116.62509,PPLA2,64764
3982545,Tangancicuaro de Arista,MX,19.88733,-102.20636,PPL,15068
3982567,Tamazula de Gordiano,MX,19.68006,-103.2514,PPLA2,18787
3982616,Tala,MX,20.6536,-103.70092,PPLA2,35396
3982693,Tacambaro de Codallos,MX,19.23502,-101.45824,PPLA2,25665
3982887,Sombrerete,MX,23.63466,-103.64244,PPLA2,21702
3982912,Soledad de Graciano Sanchez,MX,22.18912,-100.93792,PPLA2,255015
3983058,Silao,MX,20.94356,-101.42703,PPLA2,74242
3983216,Sayula,MX,19.88225,-103.60027,PPLA2,26789
3983631,Santiago Papasquiaro,MX,25.04389,-105.41917,PPL,26121
3983636,Santiago Ixcuintla,MX,21.81295,-105.20844,PPLA2,18241
3983671,Santiago,MX,25.42533,-100.15205,PPLA2,36840
3983820,Santa Rosa Jauregui,MX,20.74122,-100.44843,PPL,18508
3984583,Santa Catarina,MX,25.67325,-100.45813,PPL,268347
3984679,Santa Anita,MX,20.5509,-103.44396,PPL,20320
3984790,San Sebastian el Grande,MX,20.53274,-103.42804,PPL,28138
3985035,San Pedro,MX,25.75602,-102.98385,PPLA2,48746
3985129,San Pedro,MX,25.43333,-103.21667,PPL,41165
3985241,San Nicolas de los Garza,MX,25.74167,-100.30222,PPL,443273
3985323,San Miguel el Alto,MX,21.03011,-102.40414,PPLA2,23982
3985344,San Miguel de Allende,MX,20.91528,-100.74389,PPL,69811
3985604,San Luis Rio Colorado,MX,32.45612,-114.77186,PPLA2,158089
3985606,San Luis Potosi,MX,22.14982,-100.97916,PPLA,722772
3985621,San Luis de la Paz,MX,21.29771,-100.51736,PPLA2,49914
3985710,Cabo San Lucas,MX,22.89088,-109.91238,PPL,68463
3985865,San Juan de los Lagos,MX,21.24893,-102.33036,PPLA2,48684
3986088,San Jose Iturbide,MX,21.00153,-100.38416,PPLA2,23471
3986165,San Jose del Castillo,MX,20.51405,-103.23796,PPL,15946
3986172,San Jose del Cabo,MX,23.05888,-109.69771,PPL,69788
3986984,San Francisco del Rincon,MX,21.01843,-101.85515,PPLA2,71139
3986985,San Francisco de los Romo,MX,22.07748,-102.2714,PPLA2,16124
3987224,San Felipe,MX,31.02468,-114.83919,PPL,16702
3987246,San Felipe,MX,21.47831,-101.21566,PPLA2,28452
3987402,Tlaltenango de Sanchez Roman,MX,21.78221,-103.30298,PPLA2,16396
3987500,San Buenaventura,MX,27.06193,-101.54891,PPLA2,20480
3988025,Nicolas R Casillas,MX,20.54638,-103.46622,PPL,30424
3988050,Salvatierra,MX,20.21322,-100.88023,PPLA2,37203
3988086,Saltillo,MX,25.42321,-101.0053,PPLA,709671
3988169,Salinas de Hidalgo,MX,22.62795,-101.71417,PPLA2,16821
3988214,Salamanca,MX,20.57196,-101.19154,PPLA2,160169
3988258,Sahuayo de Morelos,MX,20.05859,-102.71575,PPL,64431
3988327,Ciudad Sabinas Hidalgo,MX,26.50358,-100.18187,PPLA2,33068
3988333,Sabinas,MX,27.85591,-101.11738,PPLA2,54905
3988392,Rosarito,MX,32.36044,-117.04645,PPL,65278
3988416,El Rosario,MX,22.99207,-105.85697,PPLA2,16001
3988462,Romita,MX,20.87127,-101.51683,PPLA2,21176
3988594,Rio Grande,MX,23.82647,-103.03034,PPLA2,32944
3988651,Rincon de Romos,MX,22.22819,-102.32216,PPLA2,27988
3990040,Rancho La Gloria,MX,32.44619,-117.00103,PPL,26860
3991043,Ramos Arizpe,MX,25.53928,-100.94742,PPLA2,66554
3991164,Santiago de Queretaro,MX,20.58806,-100.38806,PPLA,626495
3991219,Puruandiro,MX,20.08886,-101.51579,PPLA2,30571
3991226,Purisima de Bustos,MX,21.0315,-101.87833,PPLA2,43512
3991328,Puerto Vallarta,MX,20.617,-105.23018,PPL,203342
3991347,Puerto Penasco,MX,31.31716,-113.53799,PPL,56756
3992619,Piedras Negras,MX,28.70007,-100.52353,PPL,150178
3992842,Petatlan,MX,17.53768,-101.26798,PPLA2,21659
3992919,Periban de Ramos,MX,19.5201,-102.41397,PPL,15434
3992986,Penjamo,MX,20.43108,-101.72261,PPLA2,40070
3993179,Patzcuaro,MX,19.51594,-101.60887,PPLA2,55298
3993335,Parras de la Fuente,MX,25.44185,-102.17808,PPLA2,33817
3993457,Paracho de Verduzco,MX,19.64745,-102.04897,PPL,18868
3993893,Palau,MX,27.89232,-101.42319,PPL,16970
3993985,Pabellon de Arteaga,MX,22.14642,-102.2769,PPLA2,28633
3994469,Ojinaga,MX,29.56689,-104.54487,PPL,22128
3994489,Ocotlan,MX,20.3553,-102.77358,PPLA2,83769
3994604,Nuevo Mexico,MX,20.7565,-103.44297,PPL,28135
3994616,Nuevo Casas Grandes,MX,30.41552,-107.91166,PPL,55553
3994667,Nueva Rosita,MX,27.94028,-101.21812,PPL,38158
3994674,Nueva Italia de Ruiz,MX,19.02492,-102.09318,PPL,32467
3994912,Nochistlan de Mejia,MX,21.36435,-102.8459,PPLA2,16562
3995017,Navolato,MX,24.7661,-107.70225,PPLA2,29153
3995019,Navojoa,MX,27.07028,-109.44372,PPLA2,113836
3995050,Nava,MX,28.42071,-100.76565,PPLA2,22192
3995343,Moroleon,MX,20.12571,-101.19208,PPLA2,43200
3995402,Morelia,MX,19.70078,-101.18443,PPLA,597511
3995465,Monterrey,MX,25.67507,-100.31847,PPLA,1135512
3995523,Monclova,MX,26.90687,-101.42056,PPLA2,215271
3996030,Mezcales,MX,20.73072,-105.28257,PPL,20092
3996069,Mexicali,MX,32.62781,-115.45446,PPLA,689775
3996234,Meoqui,MX,28.27226,-105.48046,PPLA2,22574
3996271,Ciudad Melchor Muzquiz,MX,27.87933,-101.51615,PPLA2,35060
3996299,Medina,MX,21.14972,-101.6225,PPL,16166
3996322,Mazatlan,MX,23.2329,-106.4062,PPLA2,381583
3996387,Matehuala,MX,23.64824,-100.64334,PPLA2,77328
3996426,Matamoros,MX,25.52699,-103.2285,PPLA2,52233
3996595,Marfil,MX,20.99165,-101.28434,PPL,29375
3996626,Maravatio de Ocampo,MX,19.89113,-100.44443,PPLA2,34381
3996663,Manzanillo,MX,19.11695,-104.34214,PPLA2,130035
3996737,Rodolfo Sanchez Taboada,MX,31.72099,-116.57184,PPL,22957
3996893,Magdalena de Kino,MX,30.62789,-110.96203,PPLA2,26605
3996910,Magdalena,MX,20.90741,-103.978,PPLA2,16214
3996956,Madera,MX,29.19366,-108.14684,PPLA2,15447
3997211,Los Reyes de Salgado,MX,19.59042,-102.47242,PPL,39209
3997479,Los Mochis,MX,25.79302,-108.99808,PPLA2,256613
3998291,Loreto,MX,22.27248,-101.98898,PPLA2,24260
3998655,Leon de los Aldama,MX,21.12908,-101.67374,PPLA2,1238962
3999325,Las Pintas de Arriba,MX,20.57376,-103.32345,PPL,22838
4000821,La Piedad,MX,20.34239,-102.0305,PPLA2,83323
4000900,La Paz,MX,24.14437,-110.3005,PPLA,215178
4001056,La Orilla,MX,17.99583,-102.22694,PPL,20126
4002224,Lagos de Moreno,MX,21.35666,-101.93768,PPLA2,98206
4002745,La Cruz,MX,23.92126,-106.8925,PPL,15657
4003526,La Barca,MX,20.28784,-102.54514,PPLA2,35219
4003662,Juventino Rosas,MX,20.64337,-100.99286,PPLA2,42264
4003757,Ciudad Benito Juarez,MX,25.64724,-100.09582,PPLA2,151893
4003804,Juan Aldama,MX,24.29188,-103.39272,PPLA2,15431
4003908,Jocotepec,MX,20.28527,-103.42897,PPLA2,18852
4003923,Jiquilpan de Juarez,MX,19.99482,-102.71969,PPLA2,24233
4003938,Jimenez,MX,28.33333,-105.4,PPL,31054
4003995,Jesus Maria,MX,21.96111,-102.34333,PPLA2,43012
4004024,Jerez de Garcia Salinas,MX,22.64971,-102.99032,PPLA2,43064
4004092,Jaral del Progreso,MX,20.37237,-101.06249,PPLA2,20457
4004126,Jamay,MX,20.29349,-102.70754,PPLA2,17204
4004153,Jalostotitlan,MX,21.16741,-102.46386,PPLA2,24423
4004159,Xalisco,MX,21.451,-104.8983,PPLA2,35702
4004198,Jacona de Plancarte,MX,19.95232,-102.30781,PPL,56934
4004267,Ixtlan del Rio,MX,21.03907,-104.37116,PPLA2,23303
4004293,Ixtapa,MX,20.71641,-105.20487,PPL,29036
4004330,Irapuato,MX,20.67675,-101.35628,PPLA2,380941
4004555,Huetamo de Nunez,MX,18.62926,-100.897,PPLA2,21864
4004647,Huatabampo,MX,26.8261,-109.6422,PPLA2,30475
4004867,Parral,MX,26.93022,-105.6664,PPLA2,104836
4004885,Heroica Zitacuaro,MX,19.43612,-100.35733,PPLA2,84307
4004886,Nogales,MX,31.30862,-110.94217,PPL,212533
4004887,Heroica Caborca,MX,30.71825,-112.15822,PPLA2,59922
4004898,Hermosillo,MX,29.1026,-110.97732,PPLA,715061
4005143,Heroica Guaymas,MX,27.91928,-110.89755,PPLA2,113082
4005219,Guasave,MX,25.56745,-108.46756,PPLA2,71196
4005270,Guanajuato,MX,21.01858,-101.2591,PPLA,72237
4005297,Guamuchil,MX,25.4587,-108.07732,PPL,63743
4005380,Ciudad Guadalupe Victoria,MX,24.44401,-104.12156,PPLA2,16506
4005492,Guadalupe,MX,25.67678,-100.25646,PPLA2,673616
4005509,Guadalupe,MX,22.74753,-102.51874,PPLA2,124623
4005539,Guadalajara,MX,20.66682,-103.39182,PPLA,1495182
4005775,Gomez Palacio,MX,25.56985,-103.49588,PPLA2,257352
4005857,Vicente Guerrero,MX,23.73429,-103.98487,PPLA2,15982
4005864,Juan Jose Rios,MX,25.75781,-108.8242,PPL,23553
4005867,Ciudad General Escobedo,MX,25.79698,-100.31791,PPLA2,352444
4005937,San Pedro Garza Garcia,MX,25.6604,-100.40651,PPLA2,122627
4006163,Fresnillo,MX,23.18126,-102.87136,PPLA2,120944
4006194,Francisco I. Madero,MX,25.773,-103.27127,PPLA2,26632
4006622,Escuinapa,MX,22.83279,-105.77772,PPLA2,30790
4006702,Ensenada,MX,31.87149,-116.60071,PPLA2,279765
4006783,Encarnacion de Diaz,MX,21.52705,-102.24013,PPLA2,25010
4006806,Empalme,MX,27.96166,-110.81411,PPLA2,42516
4007673,El Salto,MX,23.77781,-105.36192,PPLA2,24241
4007676,Pueblo Nuevo,MX,23.37927,-105.38313,PPL,19363
4007682,El Salto,MX,20.51895,-103.18159,PPLA2,21644
4007684,El Salto,MX,20.33333,-104.5,PPL,22550
4008224,El Quince,MX,20.54387,-103.28467,PPL,17669
4009697,El Grullo,MX,19.80603,-104.21805,PPLA2,20924
4011469,Puebla,MX,32.56654,-115.3534,PPL,15168
4011668,Esperanza,MX,27.57916,-109.9298,PPL,38969
4011743,Victoria de Durango,MX,24.02032,-104.65756,PPL,518709
4012176,Culiacan,MX,24.79032,-107.38782,PPLA,675773
4012406,Cuauhtemoc,MX,28.40884,-106.86319,PPLA2,114007
4012605,Coyula,MX,20.65881,-103.22654,PPL,29674
4012693,Villa de Costa Rica,MX,24.59167,-107.38836,PPL,24874
4012721,Cortazar,MX,20.48362,-100.96237,PPLA2,61658
4013085,Compostela,MX,21.23777,-104.9001,PPLA2,17573
4013094,Comonfort,MX,20.72278,-100.75946,PPLA2,23683
4013516,Colima,MX,19.24997,-103.72714,PPLA,137383
4013704,Ciudad Obregon,MX,27.48642,-109.94083,PPLA2,298625
4013706,Ciudad Lerdo,MX,25.53718,-103.52456,PPLA2,79669
4013708,Ciudad Juarez,MX,31.72024,-106.46084,PPLA2,1321004
4013710,Jose Mariano Jimenez,MX,27.13076,-104.92391,PPLX,34281
4013712,Ciudad Hidalgo,MX,19.6927,-100.55445,PPLA2,60542
4013714,Ciudad Guzman,MX,19.70466,-103.4617,PPLA2,97750
4013720,Ciudad Delicias,MX,28.19013,-105.47012,PPL,118071
4013723,Ciudad Constitucion,MX,25.0321,-111.66256,PPLA2,40935
4013724,Camargo,MX,27.67842,-105.17136,PPLA2,40221
4013726,Anahuac,MX,27.24457,-100.13229,PPLA2,16628
4013727,Ciudad Altamirano,MX,18.3582,-100.66965,PPLA2,25168
4013728,Ciudad Acuna,MX,29.32322,-100.95217,PPL,134233
4013892,Cienega de Flores,MX,25.95467,-100.16695,PPLA2,15162
4014338,Chihuahua,MX,28.63528,-106.08889,PPLA,809232
4014553,Chapala,MX,20.29616,-103.19123,PPLA2,21596
4014875,Celaya,MX,20.52353,-100.8157,PPLA2,340387
4015022,Castanos,MX,26.78932,-101.43211,PPLA2,23649
4015700,Cananea,MX,30.98699,-110.29062,PPLA2,31560
4015938,Villa Juarez,MX,24.65869,-107.54059,PPL,20985
4016086,Calvillo,MX,21.84583,-102.71849,PPLA2,19742
4016132,Victor Rosales,MX,22.94889,-102.70222,PPL,32721
4017957,Autlan de Navarro,MX,19.76822,-104.36664,PPLA2,45382
4017984,Atoyac de Alvarez,MX,17.20667,-100.43306,PPL,21407
4017992,Atotonilco el Alto,MX,20.55079,-102.50942,PPLA2,26874
4018227,Ciudad de Armeria,MX,18.9378,-103.96417,PPLA2,15923
4018254,Ario de Rosales,MX,19.209,-101.70743,PPLA2,16595
4018320,Arcelia,MX,18.31847,-100.28148,PPLA2,18685
4018348,Arandas,MX,20.70519,-102.34635,PPLA2,52175
4018390,Ciudad Apodaca,MX,25.78195,-100.18839,PPLA2,467157
4018400,Apatzingan,MX,19.08864,-102.35704,PPL,99010
4018403,Apaseo el Grande,MX,20.54495,-100.68462,PPLA2,26121
4018404,Apaseo el Alto,MX,20.45798,-100.62081,PPLA2,27991
4018582,Ameca,MX,20.54629,-104.04508,PPLA2,36156
4018761,Allende,MX,28.34124,-100.85111,PPLA2,20694
4018762,Ciudad de Allende,MX,25.27673,-100.01442,PPLA2,26065
4018831,Aldama,MX,28.83669,-105.91423,PPLA2,18642
4019082,Ahualulco de Mercado,MX,20.70137,-103.97461,PPL,15512
4019233,Aguascalientes,MX,21.88234,-102.28259,PPLA,722250
4019260,Agua Prieta,MX,31.33071,-109.54876,PPLA2,77254
4019819,Acaponeta,MX,22.49396,-105.36369,PPLA2,19140
4019827,Acambaro,MX,20.03085,-100.72194,PPLA2,57972
4019869,Abasolo,MX,20.44997,-101.53073,PPLA2,27389
4022735,Hidalgo,MX,25.97205,-100.45029,PPLA2,16524
4023117,Dolores Hidalgo Cuna de la Independencia Nacional,MX,21.15611,-100.9325,PPL,59240
